abn,charity_name,state,charity_size,conducted_activities_2016,main_activity_2016,operates_in_vic,staff_full_time_2016,staff_part_time_2016,staff_casual_2016,staff_volunteers_2016,government_grants_2016,donations_and_bequests_2016,all_other_revenue_2016,total_revenue_2016,other_income_2016,total_gross_income_2016,employee_expenses_2016,interest_expenses_2016,grants_and_donations_made_for_use_in_australia_2016,grants_and_donations_made_for_use_outside_australia_2016,all_other_expenses_2016,total_expenses_2016,net_surplus_deficit_2016,ABN_Validation
51701160084,Kinglake Ranges Neighbourhood House Inc,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,4,1,45,155859,5542,92238,253639,18419,272058,141298,0,0,0,138628,279926,-7868,Valid ABN
52285774738,The Trustee For S & J Kantor Charitable Trust,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,126,-126,Valid ABN
52291953456,Manningham Musicians Association,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,1,50,14520,668,11552,26740,0,26740,6800,0,0,0,14767,21567,5173,Valid ABN
52354004543,The Leprosy Mission Australia,VIC,Large,Y,"Economic, Social And Community Development",Y,12,6,19,50,1112726,3522655,312553,4947934,182210,5130144,1014900,0,0,2378576,1206372,4599848,530296,Valid ABN
52434547659,St.Arnaud Neighbourhood House Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,3,2,8,106000,929,45000,151929,0,151929,69882,0,11000,0,0,80882,71047,Valid ABN
52526420312,Span Community House Inc,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,3,17,35,231757,2334,59207,293298,0,293298,176343,0,0,0,56347,232690,60608,Valid ABN
52765919065,Endeavour Hills Uniting Care Neighbourhood Centre,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,7,6,20,195668,0,99102,294770,2468,297238,203848,0,0,0,54411,258259,38979,Valid ABN
53112628575,The Trustee For Habitat Melbourne Trust,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,5,0,0,0,0,0,0,0,0,0,0,202,202,-202,Valid ABN
53336928219,Rosedale Neighbourhood House Inc,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,1,1,15,210505,791,226397,437693,0,437693,459247,0,0,0,94486,553733,-116040,Valid ABN
53347681920,The Trustee For The Sonshine Foundation,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,0,0,3,0,480000,5325,485325,0,485325,0,0,0,0,0,0,485325,Valid ABN
53513958368,Jubilee Sailing Trust Australia Foundation,VIC,Small,Y,"Economic, Social And Community Development",Y,0,3,0,6,0,250000,0,250000,0,250000,0,0,250000,0,0,250000,0,Valid ABN
53673269147,Landsborough And District Historical Group Incorporated,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,10,1420,1269,6198,8887,0,8887,0,0,0,0,6896,6896,1991,Valid ABN
53734255769,Arabic Welfare Incorporated,VIC,Medium,Y,"Economic, Social And Community Development",Y,9,5,1,10,584518,0,177957,762475,0,762475,549574,0,0,0,212156,761730,745,Valid ABN
53819636725,The Growing Abundance Project Incorporated,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,2,5,25,7980,16000,245520,269500,0,269500,111729,0,0,0,165088,276817,-7317,Valid ABN
53965567259,Darley Neighbourhood House And Learning Centre Inc.,VIC,Small,Y,"Economic, Social And Community Development",Y,0,2,3,10,128370,0,11725,140095,48095,188190,113267,0,0,0,84724,197991,-9801,Valid ABN
54044843552,Spring Creek Community House Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,5,0,45,61496,3763,127930,193189,0,193189,109037,0,0,0,65171,174208,18981,Valid ABN
54096331008,The Trustee For Leo & Mina Fink Fund,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,2,0,0,189896,189896,21034,210930,0,0,138300,0,4060,142360,68570,Valid ABN
54104562076,Melbourne Community Television Consortium Ltd,VIC,Large,Y,"Economic, Social And Community Development",Y,7,1,3,35,123230,0,1775126,1898356,3251,1901607,1037943,6550,0,0,1044432,2088925,-187318,Valid ABN
54241756447,Pines Community Mens Shed Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,60,0,8823,13291,22114,0,22114,0,0,0,0,0,0,22114,Valid ABN
54264568661,Banksia Gardens Association Inc,VIC,Large,Y,"Economic, Social And Community Development",Y,12,38,6,100,1178497,158937,426538,1763972,0,1763972,1191338,0,0,0,522603,1713941,50031,Valid ABN
54269033662,Lancefield Neighbourhood House Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,1,0,52,66397,0,155685,222082,0,222082,47122,0,0,0,145397,192519,29563,Valid ABN
54272749968,Wurundjeri Land and Compensation Cultural Heritage Council Aboriginal Corporation,VIC,Large,Y,"Economic, Social And Community Development",Y,3,5,60,0,83565,41797,3435188,3560550,0,3560550,2560168,0,0,0,897550,3457718,102832,Valid ABN
54324262162,Magic Moments Foundation Limited,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,0,0,1414,0,348643,0,348643,1126,349769,0,0,239466,0,59953,299419,50350,Valid ABN
54334685198,Mallee District Aboriginal Services Limited,VIC,Large,Y,"Economic, Social And Community Development",Y,131,46,32,0,18979009,0,7089506,26068515,68807,26137322,13818933,65999,0,0,13516292,27401224,-1263902,Valid ABN
54338990856,Inner Northern Local Learning And Employment Network Incoporated,VIC,Large,Y,"Economic, Social And Community Development",Y,2,8,2,35,901510,0,153047,1054557,0,1054557,790419,0,0,0,175703,966122,88435,Valid ABN
54604517151,Global Consulting Group Limited,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,100,0,10109,0,10109,552,10661,0,0,0,0,3955,3955,6706,Valid ABN
54791420768,Sunraysia Down Syndrome Support Group Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,5,0,0,5853,5853,0,5853,0,0,0,0,5081,5081,772,Valid ABN
55106911329,Ann Woodruff Trust,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,3,0,0,0,0,0,23139,23139,0,0,12000,0,0,12000,11139,Valid ABN
55455670146,Weily Tribe Foundation,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,2,0,0,30970,30970,0,30970,0,0,0,61980,36020,98000,-67030,Valid ABN
55637008124,Bendigo Neighbourhood Hub Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,2,2,20,171054,2250,17450,190754,0,190754,82079,0,0,0,58182,140261,50493,Valid ABN
55805322867,Moongala Womens Collective Inc.,VIC,Small,Y,"Economic, Social And Community Development",Y,0,6,3,42,137575,8938,42426,188939,0,188939,121763,0,0,0,43517,165280,23659,Valid ABN
56004058084,Victorian Deaf Society,VIC,Large,Y,"Economic, Social And Community Development",Y,41,54,89,50,5615275,583862,6622557,12821694,0,12821694,8330433,0,14738,0,4031010,12376181,445513,Valid ABN
56161846149,Melbourne City Mission,VIC,Large,Y,"Economic, Social And Community Development",Y,257,302,188,300,42594930,3070020,9725546,55390496,1790479,57180975,39457246,0,0,0,17495951,56953197,227778,Valid ABN
56205396690,Moonee Valley Toy Library,VIC,Small,Y,"Economic, Social And Community Development",Y,0,1,2,400,30405,6075,29023,65503,402,65905,50473,0,5975,0,7853,64301,1604,Valid ABN
57043843453,Crossenvale Community Group Incorporated,VIC,Small,Y,"Economic, Social And Community Development",Y,0,1,0,13,63166,0,2694,65860,888,66748,48750,0,0,0,16607,65357,1391,Valid ABN
57108025207,Deaf Children Australia,VIC,Large,Y,"Economic, Social And Community Development",Y,28,21,21,19,1134610,1165637,21941644,24241891,0,24241891,3679961,0,43337,0,1801623,5524921,18716970,Valid ABN
57347235363,Australian Muslim Women's Center For Human Rights,VIC,Medium,Y,"Economic, Social And Community Development",Y,4,5,4,3,607914,108660,9390,725964,33638,759602,566691,0,0,0,234836,801527,-41925,Valid ABN
57462140688,The Trustee For Auda Foundation,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,0,0,0,0,389189,46960,436149,0,436149,0,0,417207,0,14118,431325,4824,Valid ABN
57552726768,Ararat Y'smenettes Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,8,0,0,17980,17980,0,17980,0,0,1250,0,20465,21715,-3735,Valid ABN
57603603916,2BME Foundation Limited,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,5,0,15000,5,15005,0,15005,0,0,6400,0,772,7172,7833,Valid ABN
57655904353,Mission Liaison Group - Uniting Church Australia,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,15,0,38638,1953,40591,0,40591,0,0,0,0,56734,56734,-16143,Valid ABN
57739794389,Hilltop Foundation Inc.,VIC,Small,Y,"Economic, Social And Community Development",Y,0,5,0,80,0,191437,0,191437,0,191437,103840,0,15000,0,3141,121981,69456,Valid ABN
57895303752,The Young Men's Christian Association Of Ararat Incorporated,VIC,Large,Y,"Economic, Social And Community Development",Y,18,42,116,30,884072,0,2701734,3585806,0,3585806,2746537,0,0,0,1112029,3858566,-272760,Valid ABN
57930437561,Hastings Community House Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,2,3,5,84960,2022,23775,110757,0,110757,67782,0,436,0,24601,92819,17938,Valid ABN
57996657821,Australasian Centre For Human Rights and Health Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,2,75,13600,19840,1031,34471,0,34471,20732,0,0,0,21609,42341,-7870,Valid ABN
58008520394,Australian Academy Of Technological Sciences And Engineering Limited,VIC,Large,Y,"Economic, Social And Community Development",Y,13,4,0,250,1805505,153677,2853598,4812780,620717,5433497,1828443,0,0,315000,3254928,5398371,35126,Valid ABN
58050183699,Camperdown And District Community House,VIC,Small,Y,"Economic, Social And Community Development",Y,0,2,0,20,54496,1699,34182,90377,1257,91634,52952,0,683,0,41741,95376,-3742,Valid ABN
58105407798,National Education And Employment Foundation,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,12,0,45430,99,45529,0,45529,331,0,0,0,43728,44059,1470,Valid ABN
58108829115,Lentil As Anything Ltd,VIC,Large,Y,"Economic, Social And Community Development",Y,6,0,0,1000,128236,4310464,119808,4558508,17501,4576009,358337,19916,0,0,4464293,4842546,-266537,Valid ABN
58135703301,The Global Foundation For Sustainable Communities Limited,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
58139269250,Association Of Relinquishing Mothers Vic Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,9,0,1183,9937,11120,0,11120,0,0,0,0,7399,7399,3721,Valid ABN
58143115664,Global Citizen Limited,VIC,Medium,Y,"Economic, Social And Community Development",Y,1,1,0,40,0,429260,3066,432326,0,432326,294044,0,0,227228,82159,603431,-171105,Valid ABN
58160543635,RECHARGE Scheme Australia Limited,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,1,1,0,0,14400,14400,92,14492,8997,0,0,0,8472,17469,-2977,Valid ABN
58536514391,The Trustee For The Seconds To Give Australia Fund,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,3,0,0,0,0,0,0,0,0,0,0,249,249,-249,Valid ABN
58597332647,The Trustee For Hart Charitable Trust,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
58759536503,Living and Learning at Ajani Inc,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,3,0,16,318412,0,120731,439143,0,439143,251342,0,0,0,144605,395947,43196,Valid ABN
58918300196,Kinglake Ranges Mens Shed Inc.,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,30,4850,681,9884,15415,0,15415,0,0,0,0,15911,15911,-496,Valid ABN
59097476769,The Link Centre Limited,VIC,Medium,Y,"Economic, Social And Community Development",Y,4,0,0,0,349004,37863,9858,396725,34586,431311,352624,0,0,0,97875,450499,-19188,Valid ABN
59227002179,Five Star Project Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,30,0,16761,68847,85608,0,85608,0,0,0,0,39047,39047,46561,Valid ABN
59427677967,Doveton Neighbourhood Learning Centre Inc,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,12,1,20,233275,105,110712,344092,0,344092,199431,0,0,0,129581,329012,15080,Valid ABN
59445324671,Tatura Community House Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,1,9,26,91847,0,54106,145953,28663,174616,118110,0,15929,0,37956,171995,2621,Valid ABN
59485457115,United Nations Association Of Australia (Victorian Division) Inc,VIC,Medium,Y,"Economic, Social And Community Development",Y,1,2,0,20,40000,5190,245091,290281,0,290281,114357,0,0,0,175435,289792,489,Valid ABN
59601767293,Compelled By Love Limited,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,30,0,174674,21419,196093,0,196093,0,0,13800,148501,12316,174617,21476,Valid ABN
59679095963,THE TRUSTEE FOR BESEN FAMILY FOUNDATION,VIC,Large,Y,"Economic, Social And Community Development",Y,0,2,0,0,0,140000,2348722,2488722,232257,2720979,275215,0,2539791,0,28063,2843069,-122090,Valid ABN
59709547292,Richmond Community Learning Centre Inc,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,8,2,25,371989,0,131166,503155,0,503155,303173,0,0,0,65620,368793,134362,Valid ABN
59713185579,Missions Link International Incorporat,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,0,0,30,0,526844,0,526844,0,526844,0,0,0,544402,21221,565623,-38779,Valid ABN
59799049074,Restdown Retirement Village Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,1,9,0,0,88766,88766,1360,90126,3600,0,0,0,123709,127309,-37183,Valid ABN
59965439986,Corinella & District Community Centre Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,3,0,12,70929,2899,40825,114653,1642,116295,76829,0,0,0,58531,135360,-19065,Valid ABN
60166003854,The Good Life Farm Limited,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,10,0,80345,128244,208589,3360,211949,61154,0,0,0,82764,143918,68031,Valid ABN
60189529683,Warrandyte Neighbourhood House Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,3,0,50,106496,0,62411,168907,1946,170853,117820,0,0,0,34758,152578,18275,Valid ABN
60258842636,THE TRUSTEE FOR THE ELAINE WALTERS FOUNDATION,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,0,0,330,9341,9671,0,9671,0,0,0,0,346,346,9325,Valid ABN
60369274229,Only Just Fair Trade Inc,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,2,0,50,0,0,267438,267438,725,268163,45429,0,0,0,210745,256174,11989,Valid ABN
60752519929,The Trustee For Annie And John Paterson Foundation,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,0,0,0,0,0,382640,382640,0,382640,0,0,300500,0,121645,422145,-39505,Valid ABN
60781761330,Tongala Community Activities Centre Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,2,5,26,86041,12600,54935,153576,3043,156619,118930,0,0,0,31665,150595,6024,Valid ABN
61004864203,The Apaso Group Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
61006499231,The Trustee For Queen Victoria Women's Centre Trust,VIC,Large,Y,"Economic, Social And Community Development",Y,3,1,0,0,1348736,0,539287,1888023,44752,1932775,453565,0,0,0,592822,1046387,886388,Valid ABN
61168152869,Jeder Institute Ltd,VIC,Medium,Y,"Economic, Social And Community Development",Y,1,8,1,10,0,0,586399,586399,0,586399,209378,0,0,0,382876,592254,-5855,Valid ABN
61356582289,Leisure Networks Association Inc,VIC,Large,Y,"Economic, Social And Community Development",Y,25,35,20,0,478156,0,2328997,2807153,0,2807153,2461549,0,0,0,449282,2910831,-103678,Valid ABN
61369943634,OPERATION STITCHES,VIC,Small,Y,"Economic, Social And Community Development",Y,2,0,2,90,0,56064,70379,126443,0,126443,15661,0,0,0,111911,127572,-1129,Valid ABN
61412912811,Wangaratta Rsl Sub Branch Inc,VIC,Large,Y,"Economic, Social And Community Development",Y,2,0,8,50,0,0,2029252,2029252,0,2029252,105184,0,0,0,1740764,1845948,183304,Valid ABN
62145872663,The Royal Society Of Victoria Incorporated,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,3,7,30,0,11988,299577,311565,52998,364563,231016,0,4650,0,305256,540922,-176359,Valid ABN
62340040053,Yarrunga Community Centre Inc,VIC,Medium,Y,"Economic, Social And Community Development",Y,1,3,3,22,205761,544,176120,382425,0,382425,153384,0,764,0,189152,343300,39125,Valid ABN
62704931585,Anglesea And District Community House Inc.,VIC,Small,Y,"Economic, Social And Community Development",Y,0,7,0,14,17000,1000,9000,27000,174403,201403,175297,0,0,0,48011,223308,-21905,Valid ABN
62793017363,The Slome-Topol-Rosen Family Charitable Trust,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,0,0,0,53228,53228,0,53228,0,0,29398,0,3442,32840,20388,Valid ABN
62883277936,Bayside Community Care Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,1,0,50,18000,127630,9,145639,0,145639,33805,0,3090,0,145547,182442,-36803,Valid ABN
62938962710,Sparrow Hope Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,3,0,22210,160,22370,0,22370,0,0,1118,8087,110,9315,13055,Valid ABN
63043514933,Sila Overseas Aid & Development Fund,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,3,0,71640,0,71640,0,71640,0,0,0,17460,7226,24686,46954,Valid ABN
63142499741,Kinfolk Enterprise,VIC,Large,Y,"Economic, Social And Community Development",Y,10,9,10,100,0,37575,1265175,1302750,2387,1305137,560552,0,0,0,721241,1281793,23344,Valid ABN
63299630286,Olinda Community House Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,2,0,15,0,0,127535,127535,10416,137951,92924,0,0,0,58791,151715,-13764,Valid ABN
63468357449,Kyneton Sub Branch Rsl,VIC,Large,Y,"Economic, Social And Community Development",Y,3,3,10,35,0,0,2871499,2871499,111100,2982599,1427739,1920,7653,0,1379499,2816811,165788,Valid ABN
64458719917,P4T Inc,VIC,Medium,Y,"Economic, Social And Community Development",Y,1,1,0,65,0,370595,8196,378791,0,378791,89537,0,0,171924,23365,284826,93965,Valid ABN
64474651651,Mama Destiny Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,3,5000,0,0,5000,0,5000,0,0,0,0,4349,4349,651,Valid ABN
64536981955,Bicycles For Humanity Melbourne Australia,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,60,36000,34422,10825,81247,290,81537,0,0,0,0,29622,29622,51915,Valid ABN
64542751710,Frankston Wranglers Charity Club Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,35,0,0,53319,53319,0,53319,0,0,7300,0,49028,56328,-3009,Valid ABN
64725575297,Glenroy Rsl Sub-Branch Inc,VIC,Large,Y,"Economic, Social And Community Development",Y,6,3,20,8,0,0,5177352,5177352,14867,5192219,453683,1138,0,0,4729848,5184669,7550,Valid ABN
64831331597,Alphington Community Centre Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,2,1,76,137398,4649,22651,164698,0,164698,112979,0,977,0,50475,164431,267,Valid ABN
64974139021,Goulburn Northeast Association Of Community Centres,VIC,Small,Y,"Economic, Social And Community Development",Y,0,1,0,9,60627,0,1386,62013,0,62013,18495,0,0,0,30423,48918,13095,Valid ABN
65085852848,Australian Davos Connection Limited,VIC,Large,Y,"Economic, Social And Community Development",Y,3,1,1,2,0,0,1605427,1605427,0,1605427,463598,2978,0,0,1455937,1922513,-317086,Valid ABN
65159815455,Waislitz Family Foundation,VIC,Large,Y,"Economic, Social And Community Development",Y,0,0,0,0,0,2000000,148604,2148604,0,2148604,0,0,186500,0,49079,235579,1913025,Valid ABN
65174780885,Deaf Australia Incorporated,VIC,Small,Y,"Economic, Social And Community Development",Y,1,0,0,28,0,12821,0,12821,133052,145873,78275,0,0,0,90555,168830,-22957,Valid ABN
